Category,Name,Variant Name,Price,URL,SKU
Hoodie,High How Are Ya Yellow Hoodie,Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js430-ow-hd-u-r,JSC-AGC-JS430-OW-HD-U-R-YW-004
Hoodie,High How Are Ya Yellow Hoodie,X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js430-ow-hd-u-r,JSC-AGC-JS430-OW-HD-U-R-YW-005
Hoodie,High How Are Ya Yellow Hoodie,2X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js430-ow-hd-u-r,JSC-AGC-JS430-OW-HD-U-R-YW-006
Hoodie,High How Are Ya Yellow Hoodie,3X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js430-ow-hd-u-r,JSC-AGC-JS430-OW-HD-U-R-YW-007
Makeup Bag,Star Mesh Makeup Bag,,25.00,https://jeffreestarcosmetics.com/products/star-mesh-makeup-bag,JSC-JSC-JS450-AC-MB-N-R-PK-OFA
cosmetic,Christmas Cookie,,18.00,https://jeffreestarcosmetics.com/products/christmas-cookie,JSC-HOL-JS055-LP-LL-N-R-17-REG
cosmetic,Nathan,,18.00,https://jeffreestarcosmetics.com/products/nathan,JSC-FST-JS048-LP-LL-N-R-17-REG
cosmetic,Wifey,,18.00,https://jeffreestarcosmetics.com/products/wifey,JSC-FST-JS047-LP-LL-N-R-17-REG
cosmetic,Deceased,,18.00,https://jeffreestarcosmetics.com/products/deceased,JSC-JSC-JS013-LP-LL-N-R-00-REG
cosmetic,Mannequin,,18.00,https://jeffreestarcosmetics.com/products/mannequin,JSC-JSC-JS029-LP-LL-N-R-00-REG
cosmetic,Gemini,,18.00,https://jeffreestarcosmetics.com/products/gemini,JSC-JSC-JS022-LP-LL-N-R-00-REG
cosmetic,Doll Parts,,18.00,https://jeffreestarcosmetics.com/products/doll-parts,JSC-JSC-JS016-LP-LL-N-R-00-REG
cosmetic,Weirdo,,18.00,https://jeffreestarcosmetics.com/products/weirdo,JSC-JSC-JS045-LP-LL-N-R-00-REG
